filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes,set
1_678.jpg,122884,{},2,0,"{""name"":""polygon"",""all_points_x"":[186,218,218,187],""all_points_y"":[205,205,229,229]}",{},
1_678.jpg,122884,{},2,1,"{""name"":""polygon"",""all_points_x"":[497,540,543,501],""all_points_y"":[263,257,290,298]}",{},
1_768.jpg,120731,{},2,0,"{""name"":""polygon"",""all_points_x"":[147,189,190,149],""all_points_y"":[248,250,284,281]}",{},
1_768.jpg,120731,{},2,1,"{""name"":""polygon"",""all_points_x"":[521,557,558,523],""all_points_y"":[282,273,303,314]}",{},
1_1010.jpg,118218,{},2,0,"{""name"":""polygon"",""all_points_x"":[131,178,180,135],""all_points_y"":[301,306,345,340]}",{},
1_1010.jpg,118218,{},2,1,"{""name"":""polygon"",""all_points_x"":[476,519,523,480],""all_points_y"":[274,266,299,309]}",{},
1_1096.jpg,124439,{},2,0,"{""name"":""polygon"",""all_points_x"":[198,235,236,199],""all_points_y"":[206,205,234,234]}",{},
1_1096.jpg,124439,{},2,1,"{""name"":""polygon"",""all_points_x"":[489,533,532,488],""all_points_y"":[294,289,323,329]}",{},
1_1160.jpg,121864,{},2,0,"{""name"":""polygon"",""all_points_x"":[124,163,165,126],""all_points_y"":[252,251,286,286]}",{},
1_1160.jpg,121864,{},2,1,"{""name"":""polygon"",""all_points_x"":[453,491,492,455],""all_points_y"":[231,230,259,262]}",{},
1_1308.jpg,117228,{},2,0,"{""name"":""polygon"",""all_points_x"":[130,175,177,132],""all_points_y"":[315,317,352,349]}",{},
1_1308.jpg,117228,{},2,1,"{""name"":""polygon"",""all_points_x"":[488,534,538,492],""all_points_y"":[265,258,295,303]}",{},
1_1398.jpg,120522,{},2,0,"{""name"":""polygon"",""all_points_x"":[149,191,192,150],""all_points_y"":[276,277,312,310]}",{},
1_1398.jpg,120522,{},2,1,"{""name"":""polygon"",""all_points_x"":[522,565,564,521],""all_points_y"":[308,299,335,346]}",{},
1_1470.jpg,116104,{},2,0,"{""name"":""polygon"",""all_points_x"":[86,127,130,90],""all_points_y"":[303,310,346,337]}",{},
1_1470.jpg,116104,{},2,1,"{""name"":""polygon"",""all_points_x"":[425,456,458,428],""all_points_y"":[165,164,188,189]}",{},
1_1518.jpg,114788,{},2,0,"{""name"":""polygon"",""all_points_x"":[122,161,161,122],""all_points_y"":[243,246,279,276]}",{},
1_1518.jpg,114788,{},2,1,"{""name"":""polygon"",""all_points_x"":[519,563,562,520],""all_points_y"":[303,292,327,339]}",{},
1_1638.jpg,117559,{},2,0,"{""name"":""polygon"",""all_points_x"":[115,161,163,117],""all_points_y"":[273,276,315,311]}",{},
1_1638.jpg,117559,{},2,1,"{""name"":""polygon"",""all_points_x"":[397,398,425,423],""all_points_y"":[129,148,148,128]}",{},
1_1674.jpg,118912,{},2,0,"{""name"":""polygon"",""all_points_x"":[129,173,174,130],""all_points_y"":[252,254,291,289]}",{},
1_1674.jpg,118912,{},2,1,"{""name"":""polygon"",""all_points_x"":[529,571,569,529],""all_points_y"":[318,309,344,354]}",{},
1_1786.jpg,116868,{},2,0,"{""name"":""polygon"",""all_points_x"":[105,151,152,109],""all_points_y"":[294,296,334,332]}",{},
1_1786.jpg,116868,{},2,1,"{""name"":""polygon"",""all_points_x"":[461,496,497,462],""all_points_y"":[217,215,241,244]}",{},
1_2440.jpg,115796,{},2,0,"{""name"":""polygon"",""all_points_x"":[138,184,186,139],""all_points_y"":[263,263,300,300]}",{},
1_2440.jpg,115796,{},2,1,"{""name"":""polygon"",""all_points_x"":[486,527,529,488],""all_points_y"":[255,251,283,288]}",{},
1_2594.jpg,119033,{},2,0,"{""name"":""polygon"",""all_points_x"":[94,137,143,100],""all_points_y"":[309,312,349,345]}",{},
1_2594.jpg,119033,{},2,1,"{""name"":""polygon"",""all_points_x"":[490,532,533,490],""all_points_y"":[262,258,292,298]}",{},
1_2958.jpg,116092,{},2,0,"{""name"":""polygon"",""all_points_x"":[103,149,150,106],""all_points_y"":[298,304,340,333]}",{},
1_2958.jpg,116092,{},2,1,"{""name"":""polygon"",""all_points_x"":[450,493,492,451],""all_points_y"":[283,280,311,316]}",{},
1_3172.jpg,116695,{},2,0,"{""name"":""polygon"",""all_points_x"":[123,167,172,129],""all_points_y"":[310,310,343,343]}",{},
1_3172.jpg,116695,{},2,1,"{""name"":""polygon"",""all_points_x"":[488,535,533,486],""all_points_y"":[267,267,305,306]}",{},
1_3334.jpg,121720,{},1,0,"{""name"":""polygon"",""all_points_x"":[502,541,541,502],""all_points_y"":[319,311,343,352]}",{},
1_3524.jpg,117024,{},1,0,"{""name"":""polygon"",""all_points_x"":[540,580,579,540],""all_points_y"":[307,299,333,346]}",{},
1_4220.jpg,118769,{},2,0,"{""name"":""polygon"",""all_points_x"":[111,150,152,114],""all_points_y"":[257,260,294,292]}",{},
1_4220.jpg,118769,{},2,1,"{""name"":""polygon"",""all_points_x"":[515,558,560,519],""all_points_y"":[323,310,343,359]}",{},
2.jpg,15264,{},1,0,"{""name"":""polygon"",""all_points_x"":[112,154,153,111],""all_points_y"":[118,118,128,130]}",{},
3.jpg,21968,{},1,0,"{""name"":""polygon"",""all_points_x"":[194,234,233,192],""all_points_y"":[146,142,153,159]}",{},
3_56.jpg,120066,{},1,0,"{""name"":""polygon"",""all_points_x"":[377,397,399,379],""all_points_y"":[109,109,125,125]}",{},
3_330.jpg,124795,{},2,0,"{""name"":""polygon"",""all_points_x"":[146,184,186,149],""all_points_y"":[307,311,340,335]}",{},
3_330.jpg,124795,{},2,1,"{""name"":""polygon"",""all_points_x"":[500,545,544,501],""all_points_y"":[320,311,345,356]}",{},
4.jpg,21567,{},1,0,"{""name"":""polygon"",""all_points_x"":[173,217,216,173],""all_points_y"":[150,146,159,163]}",{},
5_2.jpg,124082,{},1,0,"{""name"":""polygon"",""all_points_x"":[460,503,504,462],""all_points_y"":[255,251,284,289]}",{},
5_550.jpg,122043,{},2,0,"{""name"":""polygon"",""all_points_x"":[149,194,195,152],""all_points_y"":[263,265,301,300]}",{},
5_550.jpg,122043,{},2,1,"{""name"":""polygon"",""all_points_x"":[485,525,525,487],""all_points_y"":[267,263,293,299]}",{},
7.jpg,15101,{},1,0,"{""name"":""polygon"",""all_points_x"":[134,168,168,134],""all_points_y"":[107,106,115,117]}",{},
7_16.jpg,116222,{},1,0,"{""name"":""polygon"",""all_points_x"":[517,561,561,518],""all_points_y"":[315,303,338,351]}",{},
7_110.jpg,117536,{},1,0,"{""name"":""polygon"",""all_points_x"":[82,115,113,81],""all_points_y"":[300,311,347,333]}",{},
7_572.jpg,122544,{},2,0,"{""name"":""polygon"",""all_points_x"":[475,521,523,479],""all_points_y"":[287,279,313,322]}",{},
7_572.jpg,122544,{},2,1,"{""name"":""polygon"",""all_points_x"":[136,155,149,130],""all_points_y"":[174,176,199,195]}",{},
7_1112.jpg,121703,{},2,0,"{""name"":""polygon"",""all_points_x"":[137,178,178,138],""all_points_y"":[283,288,320,314]}",{},
7_1112.jpg,121703,{},2,1,"{""name"":""polygon"",""all_points_x"":[520,564,566,523],""all_points_y"":[301,291,328,339]}",{},
7_1414.jpg,122197,{},2,0,"{""name"":""polygon"",""all_points_x"":[115,153,159,123],""all_points_y"":[297,299,329,327]}",{},
7_1414.jpg,122197,{},2,1,"{""name"":""polygon"",""all_points_x"":[505,545,546,507],""all_points_y"":[303,295,327,336]}",{},
7_1560.jpg,123312,{},2,0,"{""name"":""polygon"",""all_points_x"":[123,161,163,127],""all_points_y"":[265,266,297,295]}",{},
7_1560.jpg,123312,{},2,1,"{""name"":""polygon"",""all_points_x"":[494,537,538,495],""all_points_y"":[261,255,290,296]}",{},
7_1702.jpg,123146,{},2,0,"{""name"":""polygon"",""all_points_x"":[139,180,183,142],""all_points_y"":[314,315,346,344]}",{},
7_1702.jpg,123146,{},2,1,"{""name"":""polygon"",""all_points_x"":[431,463,465,433],""all_points_y"":[166,165,190,190]}",{},
8.jpg,21316,{},1,0,"{""name"":""polygon"",""all_points_x"":[185,230,229,184],""all_points_y"":[153,148,162,167]}",{},
9.jpg,25780,{},1,0,"{""name"":""polygon"",""all_points_x"":[205,251,249,204],""all_points_y"":[174,167,181,189]}",{},
9_2.jpg,115162,{},1,0,"{""name"":""polygon"",""all_points_x"":[439,483,482,440],""all_points_y"":[261,259,292,295]}",{},
9_70.jpg,110938,{},2,0,"{""name"":""polygon"",""all_points_x"":[75,121,119,76],""all_points_y"":[305,314,353,344]}",{},
9_70.jpg,110938,{},2,1,"{""name"":""polygon"",""all_points_x"":[431,471,472,432],""all_points_y"":[238,237,267,269]}",{},
9_230.jpg,112304,{},1,0,"{""name"":""polygon"",""all_points_x"":[98,142,143,99],""all_points_y"":[291,299,337,328]}",{},
10.jpg,29564,{},1,0,"{""name"":""polygon"",""all_points_x"":[222,268,267,221],""all_points_y"":[194,184,199,210]}",{},
11_2.jpg,113490,{},1,0,"{""name"":""polygon"",""all_points_x"":[146,192,193,147],""all_points_y"":[246,248,282,281]}",{},
12.jpg,25521,{},1,0,"{""name"":""polygon"",""all_points_x"":[191,237,236,191],""all_points_y"":[149,145,158,164]}",{},
12_2.jpg,119905,{},2,0,"{""name"":""polygon"",""all_points_x"":[154,195,195,155],""all_points_y"":[295,299,330,325]}",{},
12_2.jpg,119905,{},2,1,"{""name"":""polygon"",""all_points_x"":[485,521,521,486],""all_points_y"":[234,234,262,263]}",{},
13.jpg,31384,{},1,0,"{""name"":""polygon"",""all_points_x"":[204,250,249,203],""all_points_y"":[173,166,179,188]}",{},
13_2.jpg,115531,{},1,0,"{""name"":""polygon"",""all_points_x"":[479,522,524,483],""all_points_y"":[280,274,306,314]}",{},
13_148.jpg,118893,{},1,0,"{""name"":""polygon"",""all_points_x"":[496,539,532,489],""all_points_y"":[282,285,320,318]}",{},
14.jpg,27908,{},1,0,"{""name"":""polygon"",""all_points_x"":[124,225,226,126],""all_points_y"":[149,140,161,169]}",{},
15.jpg,25255,{},1,0,"{""name"":""polygon"",""all_points_x"":[211,255,253,210],""all_points_y"":[153,148,161,167]}",{},
15_2.jpg,118761,{},2,0,"{""name"":""polygon"",""all_points_x"":[90,134,134,89],""all_points_y"":[300,308,347,338]}",{},
15_2.jpg,118761,{},2,1,"{""name"":""polygon"",""all_points_x"":[520,557,555,517],""all_points_y"":[281,281,315,314]}",{},
15_358.jpg,113619,{},2,0,"{""name"":""polygon"",""all_points_x"":[75,117,119,76],""all_points_y"":[309,315,355,346]}",{},
15_358.jpg,113619,{},2,1,"{""name"":""polygon"",""all_points_x"":[510,550,546,507],""all_points_y"":[322,317,349,355]}",{},
15_598.jpg,115988,{},2,0,"{""name"":""polygon"",""all_points_x"":[115,158,160,117],""all_points_y"":[275,278,314,311]}",{},
15_598.jpg,115988,{},2,1,"{""name"":""polygon"",""all_points_x"":[510,551,549,511],""all_points_y"":[295,293,327,331]}",{},
15_770.jpg,116303,{},2,0,"{""name"":""polygon"",""all_points_x"":[151,202,200,151],""all_points_y"":[301,307,344,337]}",{},
15_770.jpg,116303,{},2,1,"{""name"":""polygon"",""all_points_x"":[507,546,546,508],""all_points_y"":[271,271,303,305]}",{},
15_856.jpg,111343,{},2,0,"{""name"":""polygon"",""all_points_x"":[97,146,146,98],""all_points_y"":[306,314,353,343]}",{},
15_856.jpg,111343,{},2,1,"{""name"":""polygon"",""all_points_x"":[531,572,572,529],""all_points_y"":[306,297,333,342]}",{},
16.jpg,31475,{},1,0,"{""name"":""polygon"",""all_points_x"":[240,284,282,239],""all_points_y"":[181,173,188,197]}",{},
17.jpg,33937,{},1,0,"{""name"":""polygon"",""all_points_x"":[228,275,272,225],""all_points_y"":[188,178,193,204]}",{},
18.jpg,13080,{},1,0,"{""name"":""polygon"",""all_points_x"":[156,189,188,156],""all_points_y"":[96,94,103,106]}",{},
18_2.jpg,114820,{},1,0,"{""name"":""polygon"",""all_points_x"":[480,525,527,483],""all_points_y"":[290,284,319,326]}",{},
18_166.jpg,115044,{},2,0,"{""name"":""polygon"",""all_points_x"":[127,166,167,129],""all_points_y"":[293,298,329,324]}",{},
18_166.jpg,115044,{},2,1,"{""name"":""polygon"",""all_points_x"":[467,507,503,463],""all_points_y"":[293,293,323,324]}",{},
18_438.jpg,115172,{},2,0,"{""name"":""polygon"",""all_points_x"":[125,169,171,128],""all_points_y"":[311,315,347,344]}",{},
18_438.jpg,115172,{},2,1,"{""name"":""polygon"",""all_points_x"":[478,519,517,477],""all_points_y"":[285,284,315,318]}",{},
19.jpg,15774,{},1,0,"{""name"":""polygon"",""all_points_x"":[141,178,177,141],""all_points_y"":[112,111,121,124]}",{},
19_444.jpg,113768,{},2,0,"{""name"":""polygon"",""all_points_x"":[95,143,147,99],""all_points_y"":[297,301,342,335]}",{},
19_444.jpg,113768,{},2,1,"{""name"":""polygon"",""all_points_x"":[522,560,561,523],""all_points_y"":[293,288,320,327]}",{},
19_638.jpg,113950,{},2,0,"{""name"":""polygon"",""all_points_x"":[151,193,192,152],""all_points_y"":[236,239,271,268]}",{},
19_638.jpg,113950,{},2,1,"{""name"":""polygon"",""all_points_x"":[539,579,576,536],""all_points_y"":[307,304,339,344]}",{},
19_940.jpg,115248,{},2,0,"{""name"":""polygon"",""all_points_x"":[113,161,162,115],""all_points_y"":[306,313,350,342]}",{},
19_940.jpg,115248,{},2,1,"{""name"":""polygon"",""all_points_x"":[512,550,549,511],""all_points_y"":[290,288,320,324]}",{},
20.jpg,19491,{},1,0,"{""name"":""polygon"",""all_points_x"":[203,239,238,202],""all_points_y"":[129,124,135,141]}",{},
21.jpg,23873,{},1,0,"{""name"":""polygon"",""all_points_x"":[216,253,252,215],""all_points_y"":[147,140,151,161]}",{},
22.jpg,27172,{},1,0,"{""name"":""polygon"",""all_points_x"":[240,276,274,238],""all_points_y"":[167,155,169,180]}",{},
23.jpg,9821,{},1,0,"{""name"":""polygon"",""all_points_x"":[9,55,53,7],""all_points_y"":[103,107,144,140]}",{},
23_2.jpg,123642,{},2,0,"{""name"":""polygon"",""all_points_x"":[156,201,201,157],""all_points_y"":[315,321,354,347]}",{},
23_2.jpg,123642,{},2,1,"{""name"":""polygon"",""all_points_x"":[509,548,545,506],""all_points_y"":[277,277,309,311]}",{},
24.jpg,8445,{},1,0,"{""name"":""polygon"",""all_points_x"":[4,49,48,2],""all_points_y"":[96,99,135,132]}",{},
24_16.jpg,113148,{},2,0,"{""name"":""polygon"",""all_points_x"":[117,161,161,117],""all_points_y"":[310,321,356,345]}",{},
24_16.jpg,113148,{},2,1,"{""name"":""polygon"",""all_points_x"":[468,517,517,469],""all_points_y"":[311,303,340,349]}",{},
25.jpg,23857,{},1,0,"{""name"":""polygon"",""all_points_x"":[104,174,173,105],""all_points_y"":[200,197,213,213]}",{},
25_182.jpg,122154,{},1,0,"{""name"":""polygon"",""all_points_x"":[73,113,112,72],""all_points_y"":[307,316,353,341]}",{},
26.jpg,11277,{},1,0,"{""name"":""polygon"",""all_points_x"":[8,51,50,9],""all_points_y"":[103,108,142,137]}",{},
27.jpg,9744,{},1,0,"{""name"":""polygon"",""all_points_x"":[61,103,103,61],""all_points_y"":[105,104,135,139]}",{},
28.jpg,10124,{},1,0,"{""name"":""polygon"",""all_points_x"":[7,49,48,7],""all_points_y"":[84,88,122,117]}",{},
28_2.jpg,100524,{},1,0,"{""name"":""polygon"",""all_points_x"":[135,176,175,134],""all_points_y"":[250,255,289,285]}",{},
28_200.jpg,99840,{},2,0,"{""name"":""polygon"",""all_points_x"":[111,159,159,111],""all_points_y"":[299,305,344,337]}",{},
28_200.jpg,99840,{},2,1,"{""name"":""polygon"",""all_points_x"":[463,502,499,461],""all_points_y"":[255,257,287,286]}",{},
28_830.jpg,97870,{},1,0,"{""name"":""polygon"",""all_points_x"":[123,168,167,122],""all_points_y"":[279,285,323,316]}",{},
29_2.jpg,101441,{},2,0,"{""name"":""polygon"",""all_points_x"":[247,273,273,247],""all_points_y"":[129,129,148,149]}",{},
29_2.jpg,101441,{},2,1,"{""name"":""polygon"",""all_points_x"":[469,511,513,472],""all_points_y"":[255,252,285,289]}",{},
29_154.jpg,97270,{},2,0,"{""name"":""polygon"",""all_points_x"":[119,167,168,121],""all_points_y"":[299,307,347,338]}",{},
29_154.jpg,97270,{},2,1,"{""name"":""polygon"",""all_points_x"":[416,439,439,417],""all_points_y"":[125,127,144,142]}",{},
29_276.jpg,98250,{},1,0,"{""name"":""polygon"",""all_points_x"":[145,191,190,144],""all_points_y"":[291,295,331,325]}",{},
30.jpg,8868,{},1,0,"{""name"":""polygon"",""all_points_x"":[58,100,99,57],""all_points_y"":[90,88,122,125]}",{},
30_12.jpg,99820,{},2,0,"{""name"":""polygon"",""all_points_x"":[124,169,167,122],""all_points_y"":[296,303,340,331]}",{},
30_12.jpg,99820,{},2,1,"{""name"":""polygon"",""all_points_x"":[498,540,539,497],""all_points_y"":[274,274,308,310]}",{},
31.jpg,17142,{},1,0,"{""name"":""polygon"",""all_points_x"":[156,193,193,155],""all_points_y"":[121,118,129,133]}",{},
31_2.jpg,105726,{},1,0,"{""name"":""polygon"",""all_points_x"":[485,535,536,487],""all_points_y"":[318,311,349,357]}",{},
32.jpg,7500,{},1,0,"{""name"":""polygon"",""all_points_x"":[44,85,85,43],""all_points_y"":[79,79,112,114]}",{},
32_2.jpg,107074,{},1,0,"{""name"":""polygon"",""all_points_x"":[138,181,182,139],""all_points_y"":[318,323,356,351]}",{},
33.jpg,8762,{},1,0,"{""name"":""polygon"",""all_points_x"":[54,97,95,54],""all_points_y"":[90,91,126,126]}",{},
33_2.jpg,106550,{},1,0,"{""name"":""polygon"",""all_points_x"":[125,165,165,124],""all_points_y"":[249,253,287,281]}",{},
34.jpg,14222,{},1,0,"{""name"":""polygon"",""all_points_x"":[9,51,50,8],""all_points_y"":[125,132,167,159]}",{},
35.jpg,19622,{},1,0,"{""name"":""polygon"",""all_points_x"":[15,60,58,14],""all_points_y"":[167,174,211,202]}",{},
36.jpg,39768,{},1,0,"{""name"":""polygon"",""all_points_x"":[136,214,213,137],""all_points_y"":[265,261,277,283]}",{},
36_2.jpg,107744,{},1,0,"{""name"":""polygon"",""all_points_x"":[466,507,509,468],""all_points_y"":[251,249,281,285]}",{},
36_208.jpg,103926,{},1,0,"{""name"":""polygon"",""all_points_x"":[147,191,191,149],""all_points_y"":[308,318,347,337]}",{},
36_490.jpg,109654,{},2,0,"{""name"":""polygon"",""all_points_x"":[130,174,175,130],""all_points_y"":[311,317,350,342]}",{},
36_490.jpg,109654,{},2,1,"{""name"":""polygon"",""all_points_x"":[491,532,530,489],""all_points_y"":[297,294,328,331]}",{},
36_988.jpg,108416,{},2,0,"{""name"":""polygon"",""all_points_x"":[112,154,156,114],""all_points_y"":[306,311,348,341]}",{},
36_988.jpg,108416,{},2,1,"{""name"":""polygon"",""all_points_x"":[504,546,543,501],""all_points_y"":[289,287,321,325]}",{},
38.jpg,6116,{},1,0,"{""name"":""polygon"",""all_points_x"":[15,41,42,16],""all_points_y"":[73,71,92,93]}",{},
39_76.jpg,98941,{},2,0,"{""name"":""polygon"",""all_points_x"":[99,144,145,101],""all_points_y"":[314,319,358,351]}",{},
39_76.jpg,98941,{},2,1,"{""name"":""polygon"",""all_points_x"":[493,533,534,493],""all_points_y"":[267,265,298,301]}",{},
40_14.jpg,108634,{},2,0,"{""name"":""polygon"",""all_points_x"":[166,209,207,164],""all_points_y"":[228,229,263,261]}",{},
40_14.jpg,108634,{},2,1,"{""name"":""polygon"",""all_points_x"":[508,547,543,505],""all_points_y"":[307,303,336,340]}",{},
40_124.jpg,107326,{},2,0,"{""name"":""polygon"",""all_points_x"":[116,161,163,120],""all_points_y"":[305,311,346,339]}",{},
40_124.jpg,107326,{},2,1,"{""name"":""polygon"",""all_points_x"":[509,547,543,506],""all_points_y"":[307,306,338,340]}",{},
40_326.jpg,109857,{},2,0,"{""name"":""polygon"",""all_points_x"":[156,199,197,155],""all_points_y"":[255,258,293,291]}",{},
40_326.jpg,109857,{},2,1,"{""name"":""polygon"",""all_points_x"":[493,537,537,494],""all_points_y"":[316,311,347,353]}",{},
40_406.jpg,108991,{},2,0,"{""name"":""polygon"",""all_points_x"":[126,173,171,124],""all_points_y"":[287,296,332,323]}",{},
40_406.jpg,108991,{},2,1,"{""name"":""polygon"",""all_points_x"":[493,533,532,492],""all_points_y"":[289,288,323,323]}",{},
41.jpg,39968,{},1,0,"{""name"":""polygon"",""all_points_x"":[155,230,228,156],""all_points_y"":[267,263,278,283]}",{},
42.jpg,11067,{},1,0,"{""name"":""polygon"",""all_points_x"":[57,102,102,58],""all_points_y"":[91,89,122,126]}",{},
43.jpg,12735,{},1,0,"{""name"":""polygon"",""all_points_x"":[55,97,97,55],""all_points_y"":[132,130,161,165]}",{},
44.jpg,22162,{},1,0,"{""name"":""polygon"",""all_points_x"":[187,225,224,185],""all_points_y"":[141,137,149,155]}",{},
45.jpg,7086,{},1,0,"{""name"":""polygon"",""all_points_x"":[47,82,83,49],""all_points_y"":[69,67,93,95]}",{},
46_2.jpg,109399,{},1,0,"{""name"":""polygon"",""all_points_x"":[152,196,193,150],""all_points_y"":[249,253,288,284]}",{},
47.jpg,28725,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,226,226,128],""all_points_y"":[115,105,127,137]}",{},
47_2.jpg,111195,{},1,0,"{""name"":""polygon"",""all_points_x"":[515,557,559,517],""all_points_y"":[301,294,327,337]}",{},
47_576.jpg,112075,{},1,0,"{""name"":""polygon"",""all_points_x"":[487,530,528,484],""all_points_y"":[295,293,325,329]}",{},
48.jpg,25611,{},1,0,"{""name"":""polygon"",""all_points_x"":[90,128,130,93],""all_points_y"":[178,179,211,208]}",{},
49.jpg,25011,{},1,0,"{""name"":""polygon"",""all_points_x"":[106,208,210,110],""all_points_y"":[119,111,133,141]}",{},
49_2.jpg,113375,{},2,0,"{""name"":""polygon"",""all_points_x"":[145,187,188,145],""all_points_y"":[248,251,286,284]}",{},
49_2.jpg,113375,{},2,1,"{""name"":""polygon"",""all_points_x"":[459,501,503,461],""all_points_y"":[256,254,286,290]}",{},
49_1116.jpg,108519,{},2,0,"{""name"":""polygon"",""all_points_x"":[117,163,164,118],""all_points_y"":[282,286,324,320]}",{},
49_1116.jpg,108519,{},2,1,"{""name"":""polygon"",""all_points_x"":[474,516,510,471],""all_points_y"":[325,324,355,357]}",{},
50.jpg,9365,{},1,0,"{""name"":""polygon"",""all_points_x"":[24,63,65,27],""all_points_y"":[123,123,153,153]}",{},
51.jpg,26936,{},1,0,"{""name"":""polygon"",""all_points_x"":[91,167,167,91],""all_points_y"":[224,222,239,240]}",{},
51_2.jpg,105470,{},1,0,"{""name"":""polygon"",""all_points_x"":[495,537,536,493],""all_points_y"":[285,286,319,319]}",{},
52.jpg,14520,{},1,0,"{""name"":""polygon"",""all_points_x"":[52,93,91,52],""all_points_y"":[117,118,151,152]}",{},
53.jpg,10289,{},1,0,"{""name"":""polygon"",""all_points_x"":[21,60,59,19],""all_points_y"":[86,87,118,116]}",{},
53_2.jpg,111081,{},2,0,"{""name"":""polygon"",""all_points_x"":[109,150,149,107],""all_points_y"":[263,268,303,297]}",{},
53_2.jpg,111081,{},2,1,"{""name"":""polygon"",""all_points_x"":[499,542,542,499],""all_points_y"":[310,305,339,346]}",{},
54.jpg,10617,{},1,0,"{""name"":""polygon"",""all_points_x"":[17,66,67,18],""all_points_y"":[99,102,139,135]}",{},
54_2.jpg,106174,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,206,207,165],""all_points_y"":[230,233,265,263]}",{},
55.jpg,12104,{},1,0,"{""name"":""polygon"",""all_points_x"":[20,67,69,23],""all_points_y"":[108,109,144,143]}",{},
56.jpg,11187,{},1,0,"{""name"":""polygon"",""all_points_x"":[65,106,104,63],""all_points_y"":[133,129,160,164]}",{},
57.jpg,8977,{},1,0,"{""name"":""polygon"",""all_points_x"":[58,91,91,58],""all_points_y"":[102,101,125,127]}",{},
58.jpg,33940,{},1,0,"{""name"":""polygon"",""all_points_x"":[111,185,184,111],""all_points_y"":[232,229,245,248]}",{},
60.jpg,10724,{},1,0,"{""name"":""polygon"",""all_points_x"":[19,57,58,21],""all_points_y"":[103,102,130,131]}",{},
62.jpg,11122,{},1,0,"{""name"":""polygon"",""all_points_x"":[65,105,106,66],""all_points_y"":[141,137,166,171]}",{},
63.jpg,10279,{},1,0,"{""name"":""polygon"",""all_points_x"":[71,110,111,72],""all_points_y"":[77,76,107,110]}",{},
64.jpg,24032,{},1,0,"{""name"":""polygon"",""all_points_x"":[73,139,139,73],""all_points_y"":[191,189,204,207]}",{},
65.jpg,51453,{},1,0,"{""name"":""polygon"",""all_points_x"":[267,333,333,267],""all_points_y"":[190,189,204,204]}",{},
67.jpg,9834,{},1,0,"{""name"":""polygon"",""all_points_x"":[45,87,85,43],""all_points_y"":[127,125,156,158]}",{},
68.jpg,10179,{},1,0,"{""name"":""polygon"",""all_points_x"":[43,85,83,42],""all_points_y"":[131,129,159,161]}",{},
